Pos.X,Pos.Y,Pos.Z,Latitude,Longitude,Altitude
4437150.940810884,3084910.677116224,3376288.2480808413,32.168554265304,34.808796809426205,39.06481076683849
4435358.843419287,3084051.5585427503,3374467.8975725565,32.164075938782965,34.81216539310901,-2590.75421315711
4437135.21509479,3084906.0131470044,3376308.047126595,32.16878017728226,34.8088513837122,36.42280691862106
4437128.863674924,3084902.2733051684,3376310.118005929,32.16883127359589,34.80885726802624,31.303930079564452
4437129.548342188,3084910.7773822714,3376313.0559170297,32.16882769341486,34.80892715267708,37.453205002471805
4435845.409370269,3083080.1255173264,3375062.5889870874,32.169361834245635,34.800759915428905,-2405.3474043933675
4437124.568985011,3084914.283322273,3376334.1736259246,32.16899891569605,34.80898780795216,46.93001485429704
4435332.175831719,3084059.3171858657,3374510.6659219875,32.1644864435201,34.81239442275821,-2582.7715069632977
4437091.93949816,3084898.267195408,3376322.8847648473,32.16908526987034,34.809045866987354,10.502638975158334
4435921.859086066,3084916.4015493393,3375111.5453053843,32.16440017246176,34.816286597673894,-1438.8361546760425
4435914.090460631,3084908.565825025,3375105.889832629,32.16440909710578,34.81626541530795,-1451.033093098551
4437106.32155097,3084932.4424551027,3376350.755460955,32.16914765631681,34.809256320824566,51.8510074345395
4437114.108074983,3084943.789157079,3376370.9952406953,32.169240360823814,34.80930796807325,73.52163076307625
4435812.015617306,3083115.3812517845,3375087.133597004,32.16958432725698,34.801269110019966,-2398.4580712532625
4437087.183413111,3084947.3628414543,3376339.8352095326,32.16909884809901,34.80950203166619,39.945398514159024
4437074.672660303,3084948.4849481517,3376332.365759019,32.16908807376452,34.809587518243596,27.8156804041937
4435790.896866974,3083133.015555356,3375069.6580093177,32.169485829275736,34.801550531314895,-2413.9222205886617
4437075.500545684,3084975.701033847,3376338.0654927767,32.16905372401256,34.80981942309807,44.576955332420766
4437070.511595779,3084986.143693257,3376335.3677315456,32.16902417596392,34.809940520617836,44.71935802232474
4437057.262358867,3084983.209748536,3376323.524598402,32.168994042939026,34.80999516968915,27.787851193919778
4435765.152763787,3083166.5641276026,3375059.0793094723,32.16941461315377,34.8019985532506,-2421.2406124025583
4435763.906695388,3083178.478593441,3375052.8673224966,32.169339428102425,34.802109861399366,-2419.657991860062
4437058.976286385,3085028.494141844,3376326.2756463108,32.168884168272335,34.810378992970506,52.3261698493734
4437047.066516621,3085021.486860485,3376321.1592485458,32.16891126751599,34.81039007798918,37.938721522688866
4437037.3175702,3085033.0866411454,3376316.467426149,32.16888208991679,34.8105500573341,34.270513493567705
4437062.588040155,3085066.9334076634,3376338.4719000924,32.168857673244304,34.81069174057439,79.90471140481532
4437062.08919365,3085077.2749108244,3376340.119729335,32.168843873558565,34.81078478036612,85.43266407959163
4437041.959996193,3085066.400763749,3376314.1744045583,32.16875497522186,34.81081195356783,52.374501867219806
4437035.38109051,3085053.760593744,3376308.3291548435,32.168770935075294,34.810741741534876,38.581960152834654
4437037.683049534,3085068.702364352,3376315.9940935387,32.16877941723964,34.810857874534435,51.48306734953076
4437045.32603654,3085071.261204821,3376316.741520641,32.16874798034097,34.810833890015196,58.429379996843636
4437040.004894466,3085069.729554821,3376314.8882602155,32.16875900766315,34.81085276319105,53.00435273069888
4437014.779825178,3085064.352181957,3376307.1380825103,32.16881402364724,34.81095862796816,28.748170000500977
4435502.845037986,3082845.0004642513,3375195.6511463136,32.17237374058793,34.80078578484463,-2686.192488402128
4437022.377989414,3085083.4319855003,3376303.996936874,32.16870779743824,34.81107872630374,41.57647180464119
4437002.750807878,3085081.4810738955,3376303.3197696535,32.16878534643543,34.811180537567175,26.632384815253317
4436986.781918674,3085070.4729841165,3376294.6716249622,32.168812452948956,34.81118136626224,5.610189185477793
4436985.843219124,3085094.2156452057,3376304.2931543714,32.168824522412024,34.81139372335705,21.55376806948334
4436997.870636881,3085116.9579155687,3376313.283654424,32.16878340396425,34.81151889302576,45.68935265764594
4436995.089217171,3085121.645246543,3376309.1333722784,32.16874983942898,34.81157652974391,43.81172078195959
4436988.519458379,3085136.6876312834,3376314.9927301425,32.16877923441137,34.811747233569704,49.63450619019568
4436972.180740693,3085127.809987047,3376303.333192194,32.168778971653644,34.81176884771111,27.781492992304265
4435667.152611962,3083298.714489819,3375042.1915148813,32.16930988058603,34.803742718628335,-2434.502136447467
4436979.99018075,3085178.143440028,3376331.5352372634,32.168825504628515,34.812159717570815,72.5475355219096
4435800.39357628,3085174.6401513373,3375102.0760193835,32.16409869750499,34.81927015841406,-1403.475603855215
4435778.355579524,3085164.0424883286,3375092.9882634613,32.16414523723436,34.819311336627415,-1428.7514768783003
4436959.398326552,3085177.115234706,3376320.816207397,32.168827671833405,34.81227540260429,52.0326300309971
4436953.629029283,3085182.3290855982,3376319.9602227267,32.16882958892416,34.812355707067994,50.086902062408626
4436943.460980396,3085178.198644583,3376319.6487939386,32.16887861535958,34.81238129697899,40.858425178565085
4436946.010794121,3085192.6672306145,3376324.802424888,32.16886824573643,34.81249180781928,52.36632566805929
4436931.594729136,3085191.653576372,3376313.8402929595,32.16884417240334,34.81257024061611,36.021139374002814
4435415.489106396,3082986.6911975006,3375209.4529199246,32.17243524307418,34.802548731991344,-2671.109120974317
4436925.743089999,3085214.652315588,3376319.9815996853,32.16885107882051,34.812805854719336,46.338301012292504
4436917.983622132,3085211.3133484987,3376318.412499696,32.16887884079723,34.812823756453206,38.496636528521776
4436917.686663181,3085226.876378837,3376319.421409736,32.16884505398289,34.812961024054125,46.34833688288927
4436899.205576671,3085215.7602321655,3376308.513130229,32.16886510697903,34.812976124368426,22.32466953713447
4435589.905706282,3083382.496370632,3375037.7796831126,32.169351154810315,34.80494001274999,-2450.0622768737376
4436899.661043873,3085243.4865880073,3376313.8099810784,32.16882774552906,34.813214714557326,38.86032376438379
4436913.704505029,3085257.5374433966,3376322.87956166,32.1688031056366,34.81325201870244,60.23921303451061
4436886.902044504,3085254.060408451,3376313.681478985,32.16884807611648,34.81338398330731,35.034611941315234
4435385.8649250055,3083045.3147009127,3375209.5850486676,32.172392371094304,34.80323867183049,-2663.3067528968677
4435379.561096994,3083052.0526749967,3375215.240456597,32.172441949323456,34.80333552134488,-2661.4215461779386
4436885.553376979,3085273.213198016,3376322.0250585163,32.16886458381166,34.81355886309163,47.79540592152625
4436884.114267465,3085279.956126814,3376316.900726004,32.16881265713366,34.81362626786772,47.325601210817695
4435566.023300629,3083418.162913012,3375042.6514011733,32.16938476351305,34.80539521213883,-2446.835096255876
4436888.737701039,3085274.9081543447,3376326.338199159,32.168880309769456,34.813554342617145,53.12392676435411
4438991.78731576,3086184.119162397,3377173.413179451,32.16456568329223,34.808741130746135,2405.1084484178573
4436903.465437355,3085282.2301283157,3376326.220437748,32.16880128538844,34.81352893209978,66.83507349714637
4437289.692908307,3084259.521582264,3375507.9034955986,32.16383451250043,34.80228842978447,-594.5569915128872
4438633.836276975,3086010.9769444773,3376805.53683904,32.16364304313405,34.8094000611651,1876.8093579439446
4436886.561009681,3085270.550933384,3376324.7367884507,32.168888609269764,34.81352959024146,48.65287965722382
